car,customer,delivery,just,model,new,service,tesla,time,told
0.0,0.274268878330902,0.0,0.0,0.3243606900717155,0.0,0.8821726884493329,0.20331766492212577,0.0,0.0
0.3045069450777754,0.37097677711377675,0.0,0.0,0.0,0.0,0.29830725127322644,0.825023960306298,0.0,0.0
0.0,0.8033392459752985,0.0,0.0,0.0,0.0,0.0,0.5955216670078753,0.0,0.0
0.0,0.0,0.4781929911362866,0.0,0.35517315788346165,0.0,0.0,0.6678951486499501,0.0,0.44620573904543404
0.22909127802171503,0.0,0.0,0.0,0.3300728187254422,0.0,0.6732810913709052,0.6206945244445302,0.0,0.0
0.17945257055151795,0.4372493786700407,0.34810796496834884,0.2938984129070804,0.258553779528225,0.6167703792545248,0.1757989560516106,0.0,0.3014851452534165,0.0
0.0,0.6073237365474534,0.0,0.40821437605012245,0.0,0.0,0.4883569152009003,0.22510691828773927,0.4187520757279973,0.0
0.470662028543163,0.0,0.45650279748151956,0.0,0.0,0.40441103316758137,0.0,0.6376003191902518,0.0,0.0
0.46433211989366,0.0,0.0,0.0,0.0,0.0,0.0,0.41935017755149584,0.7800904505392875,0.0
0.5388571200212551,0.6564824906021063,0.0,0.0,0.0,0.0,0.5278861086780503,0.0,0.0,0.0
0.37576878575832673,0.45779413354587417,0.0,0.0,0.0,0.0,0.36811821669687633,0.33936637220391414,0.6313016671083334,0.0
0.5388571200212551,0.6564824906021063,0.0,0.0,0.0,0.0,0.5278861086780503,0.0,0.0,0.0
0.18812780300029922,0.0,0.0,0.0,0.0,0.0,0.9214878134677105,0.3398060319782133,0.0,0.0
0.0,0.0,0.0,0.0,0.8473022727165925,0.0,0.0,0.5311109664178446,0.0,0.0
0.41072489056211775,0.0,0.0,0.0,0.0,0.0,0.40236262296673775,0.7418722436065294,0.3450144316956575,0.0
0.5142950737302702,0.0,0.0,0.0,0.0,0.0,0.2519120700985212,0.6967094927614759,0.4320147784179387,0.0
0.0,0.38947279511454486,0.0,0.0,0.0,0.0,0.3131801399004761,0.8661576887828117,0.0,0.0
0.3221241843965776,0.0,0.0,0.0,0.0,0.0,0.9466974225310004,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.38553762743845144,0.7045430759223469,0.0,0.0,0.2777397125552436,0.0,0.37768816692897045,0.1740944311112092,0.3238567919414959,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.674792865177288,0.0,0.0,0.0,0.0,0.5426097190123716,0.500229229393027,0.0,0.0
0.3423471408862521,0.20853849318224832,0.0,0.0,0.0,0.5883158298378856,0.1676885145475775,0.6183648649926489,0.2875762023914639,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5043497504034519,0.0,0.0,0.6322789209346836,0.5880941212167046,0.0
0.0,0.674792865177288,0.0,0.0,0.0,0.0,0.5426097190123716,0.500229229393027,0.0,0.0
0.2377444728490001,0.0,0.0,0.38936596468364476,0.0,0.0,0.23290404815848523,0.8588523828499959,0.0,0.0
0.3462567136606589,0.0,0.0,0.0,0.0,0.0,0.0,0.9381398020790508,0.0,0.0
0.6819420670177452,0.0,0.529141409223126,0.0,0.0,0.23438040815548045,0.2672231511667984,0.12317585393369646,0.22913620295033543,0.2468730595579311
0.8659221052225416,0.0,0.0,0.0,0.31190335194732005,0.0,0.0,0.3910181667531417,0.0,0.0
0.45919420706904573,0.0,0.5938399598913147,0.0,0.0,0.0,0.0,0.4147099974671641,0.5143057458664998,0.0
0.0,0.0,0.0,0.6046428946419946,0.0,0.0,0.7233491913799024,0.3334260297112258,0.0,0.0
0.0,0.34234880188109934,0.0,0.0,0.0,0.0,0.550574248126113,0.7613575343758944,0.0,0.0
0.7110492275043322,0.0,0.0,0.0,0.25611846160360663,0.3054805096749659,0.0,0.4816250163838821,0.0,0.3217628497717573
0.218707399753658,0.0,0.0,0.7163760037662026,0.3151118127943715,0.0,0.42850913129068163,0.39504045914173136,0.0,0.0
0.23834313362965184,0.0,0.0,0.3903464212620182,0.0,0.0,0.0,0.2152537615288481,0.0,0.8628372037685988
0.18147988260871342,0.0,0.0,0.0,0.0,0.0,0.0,0.9833946574027783,0.0,0.0
0.4214297027028061,0.0,0.0,0.0,0.20239747677132594,0.4828116175141126,0.4128494875085937,0.5074718808148766,0.2360044119048237,0.25427291927649864
0.0,0.7793028138603355,0.0,0.0,0.0,0.0,0.6266475279687644,0.0,0.0,0.0
0.3900261341602079,0.0,0.0,0.6387652262081209,0.5619464284740017,0.0,0.0,0.35224254709595404,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5037269707303188,0.0,0.8638629167633349,0.0
0.0,0.0,0.0,0.0,0.0,0.688519361543323,0.0,0.0,0.0,0.7252179594990562
0.0,0.31520131214310787,0.0,0.14124230535117577,0.0,0.0,0.08448582483128243,0.9346447931727465,0.0,0.0
0.0,0.0,0.0,0.0,0.31533629077839664,0.0,0.643221586145612,0.5929828145213224,0.36769606540839705,0.0
0.16278440357333382,0.0,0.0,0.26660012564430663,0.0,0.8392239633576883,0.31894029850590055,0.14701474573140758,0.27348217640720884,0.0
0.0,0.5308749985547788,0.0,0.0,0.0,0.0,0.4268834907150662,0.0,0.7320807477760795,0.0
0.5460527342572701,0.3326244060495691,0.0,0.0,0.0,0.0,0.5349352218055683,0.24657707409483967,0.0,0.4941978054514062
0.0,0.0,0.0,0.0,0.4695200078042058,0.0,0.0,0.8829218324809613,0.0,0.0
0.38614758475589417,0.47043848686742434,0.0,0.0,0.0,0.0,0.3782857056508339,0.6974794604583912,0.0,0.0
0.416735215083195,0.0,0.0,0.6825080183528517,0.6004286513763535,0.0,0.0,0.0,0.0,0.0
0.29372019992159343,0.7156708567832244,0.0,0.0,0.0,0.0,0.575480243707768,0.2652662021653584,0.0,0.0
0.0,0.366350964968903,0.0,0.0,0.43326042870378273,0.0,0.29458757556581583,0.5431576720824947,0.0,0.544307151308843
0.0,0.31325368956541966,0.0,0.0,0.740931187915259,0.0,0.12594568292451028,0.5805435261036105,0.0,0.0
0.15269446498161537,0.0,0.0,0.0,0.0,0.0,0.8975138374266146,0.4137067947130316,0.0,0.0
0.0,0.5274297752355888,0.0,0.0,0.6237582874910892,0.0,0.4241131418367191,0.3909878180998826,0.0,0.0
0.6257426761578547,0.0,0.0,0.0,0.0,0.5376623284128778,0.0,0.5651241667460779,0.0,0.0
0.7748875546311478,0.0,0.0,0.0,0.372150526726039,0.443875587367953,0.2530370053451595,0.0,0.0,0.0
0.4843570554243114,0.0,0.0,0.0,0.0,0.0,0.0,0.8748704148962236,0.0,0.0
0.0,0.47653650408241754,0.0,0.0,0.0,0.0,0.3831892006021191,0.35326023809123414,0.0,0.708015678500513
0.26124122939695854,0.0,0.0,0.0,0.37639420277790125,0.0,0.255922415959152,0.7078008470950155,0.0,0.4728658393662659
0.0,0.8007094761564756,0.0,0.0,0.0,0.0,0.42924060235250583,0.19785739935677146,0.36806152964559546,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4813327563106746,0.1954671067899807,0.0,0.7883026290742714,0.0,0.0,0.15717764274761112,0.2898025905343481,0.0,0.0
0.1732096603095148,0.4220380689851508,0.0,0.28367408785892323,0.0,0.5953137787400906,0.5090494502288292,0.3128601218501278,0.0,0.0
0.6901337049872134,0.24022307142016963,0.3824982657945684,0.0,0.0,0.16942559794614587,0.09658324799369436,0.35615848388487703,0.1656347409814947,0.3569122185728981
0.5388571200212551,0.6564824906021063,0.0,0.0,0.0,0.0,0.5278861086780503,0.0,0.0,0.0
0.8357953356454179,0.0,0.0,0.34220591255170946,0.0,0.0,0.20469468203729096,0.3774140398470457,0.0,0.0
0.0,0.41578190403777054,0.0,0.0,0.0,0.0,0.6686712731056808,0.6164447556739812,0.0,0.0
0.4344051998824139,0.7938451500967381,0.0,0.0,0.0,0.0,0.4255608064460441,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7150611897241608,0.0,0.0,0.6990618677558286,0.0
0.0,0.4086211093973563,0.6506322010934809,0.5493116806591908,0.0,0.0,0.3285775484516575,0.0,0.0,0.0
0.3056546073626515,0.18618747943566882,0.0,0.0,0.0,0.5252605396639741,0.5988630948175019,0.4140667047639797,0.25675398077301465,0.0
0.1364614916262019,0.0,0.0,0.0,0.0,0.0,0.0,0.616209263700035,0.22925897632997355,0.7410160095473952
0.4375943288062705,0.0,0.0,0.0,0.0,0.0,0.428685005412963,0.7904051932589243,0.0,0.0
0.18147594295707664,0.2210897371312977,0.0,0.5944243813502679,0.2614690377563044,0.6237246188182947,0.0,0.3277911031345575,0.0,0.0
0.538238100507845,0.21857611577654038,0.0,0.0,0.0,0.0,0.35151979484301177,0.16203218439467865,0.3014181619388679,0.6495003660360458
0.8868167638384028,0.3601323716444974,0.0,0.0,0.0,0.0,0.28958712379678087,0.0,0.0,0.0
0.8677203929344798,0.0,0.0,0.0,0.0,0.49705263271169997,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8473022727165925,0.0,0.0,0.5311109664178446,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.274022161192499,0.43631529988260004,0.0,0.6481378262108671,0.386527141094877,0.0,0.4062695431550607,0.0,0.0
0.34571915265275693,0.21059253181379445,0.33531865916064796,0.0,0.2490546479745302,0.2970552779515342,0.0,0.3122277823060972,0.29040873762374436,0.6257770937669742
0.0,0.0,0.0,0.0,0.0,0.0,0.34002956464304857,0.9404147463585729,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.23562232695172297,0.8688762542136839,0.0,0.435357524232042
0.5571635999105515,0.33939251626450323,0.5404020859751926,0.0,0.0,0.0,0.0,0.2515943271394077,0.46802491692568354,0.0
0.0,0.4265399196317143,0.0,0.0,0.5044421500421057,0.0,0.3429862968069716,0.3161973789492842,0.5882018632831006,0.0
0.0,0.7793028138603355,0.0,0.0,0.0,0.0,0.6266475279687644,0.0,0.0,0.0
0.0,0.674792865177288,0.0,0.0,0.0,0.0,0.5426097190123716,0.500229229393027,0.0,0.0
0.23237523485507877,0.2830996701424195,0.0,0.0,0.0,0.7986631859908673,0.2276441266582076,0.4197279999383405,0.0,0.0
0.0,0.29688411596857545,0.0,0.0,0.0,0.0,0.9549135152910747,0.0,0.0,0.0
0.0,0.7486947023382953,0.0,0.0,0.0,0.0,0.602035147415348,0.2775066196816782,0.0,0.0
0.0,0.4917150546213238,0.0,0.0,0.0,0.0,0.7907889409948957,0.3645122163370109,0.0,0.0
0.3882100764321383,0.0,0.0,0.6357909780132527,0.0,0.6671302487771822,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8473022727165925,0.0,0.0,0.5311109664178446,0.0,0.0
0.3599984566389001,0.0,0.6983367791677133,0.0,0.0,0.6186492173108074,0.0,0.0,0.0,0.0
0.18746051160320484,0.2283806578299693,0.0,0.0,0.0,0.0,0.7345754288046444,0.5079011043390769,0.0,0.3393173136258067
0.0,0.5591787296624446,0.0,0.0,0.0,0.0,0.0,0.8290471327331727,0.0,0.0
0.4961392717916395,0.20147996734177168,0.3208090615317282,0.0,0.23827778652945505,0.28420137782139343,0.16201266211849713,0.5974347033146369,0.0,0.29934952424352784
0.0,0.7793028138603355,0.0,0.0,0.0,0.0,0.6266475279687644,0.0,0.0,0.0
0.6598930593000345,0.0,0.0,0.0,0.0,0.0,0.4848433373263333,0.14899156214190193,0.5543190443674295,0.0
0.3642771035938203,0.4437939694053959,0.0,0.0,0.0,0.0,0.35686050263021063,0.3289879410129925,0.0,0.6593683498980253
0.5045683667927844,0.3073544783987437,0.48938910936696484,0.41317837283624964,0.0,0.0,0.24714773342679022,0.0,0.4238442137810742,0.0
0.5271374944730733,0.0,0.0,0.2877731100634094,0.2531651141546327,0.0,0.0,0.47607131281798765,0.5904034460704926,0.0
0.0,0.49399750615003124,0.0,0.0,0.0,0.0,0.397229819456459,0.3662042155092788,0.6812263992208262,0.0
0.870113211053045,0.0,0.0,0.23750462400923453,0.20894198640137743,0.2492116503385001,0.2841326330772291,0.0,0.0,0.0
0.3651231272498075,0.0,0.3541388914050717,0.0,0.2630331910361265,0.0,0.35768930143237,0.6595040130992015,0.0,0.33044985746998295
0.31321603392703257,0.0,0.6075867056721541,0.25648474966196705,0.22563953564941008,0.26912734022151336,0.15341951250341787,0.5657467739658294,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.674792865177288,0.0,0.0,0.0,0.0,0.5426097190123716,0.500229229393027,0.0,0.0
0.7421396706608696,0.0,0.0,0.0,0.0,0.0,0.0,0.6702452605064628,0.0,0.0
0.16043471492592995,0.0,0.0,0.13137596175696536,0.23115301042580497,0.0,0.1571682997448022,0.21733902299830204,0.26953463628011165,0.8711959017195702
0.0,0.539816247855468,0.0,0.48378536748293255,0.0,0.25381600535775595,0.43407326556455555,0.40017000714379325,0.2481369333443508,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4935971694871496,0.6013428924652463,0.0,0.2694628897984197,0.0,0.0,0.48354764068960177,0.29718679338222564,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.8033392459752985,0.0,0.0,0.0,0.0,0.0,0.5955216670078753,0.0,0.0
0.22420592339134762,0.27314710621229454,0.0,0.0,0.0,0.3852928157456887,0.4392822811247592,0.6074582594272676,0.0,0.4058292115684425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.14390888722407,0.8766114540799665,0.0,0.23568675237358105,0.0,0.0,0.14097893422639787,0.25993557121343536,0.0,0.26048567030004727
0.0,0.0,0.7559130369283481,0.0,0.0,0.0,0.0,0.0,0.6546720404918496,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5280453078011278,0.0,0.0,0.0,0.0,0.8492161991561467,0.0,0.0,0.0
0.23531172655729518,0.5733543181618221,0.0,0.0,0.0,0.0,0.23052083204123616,0.6375480615104748,0.3953300297840636,0.0
0.31726615801850494,0.1288403857356065,0.0,0.1732008630919309,0.0,0.1817382424079223,0.20720445964725956,0.6685727004241955,0.0,0.5742750807758882
0.7153907771472247,0.2905170354600749,0.0,0.0,0.0,0.0,0.46721705315565976,0.4307251018001169,0.0,0.0
0.6088077108509871,0.0,0.0,0.0,0.0,0.5231111507077074,0.5964125210067603,0.0,0.0,0.0
0.0,0.0,0.0,0.7757096581091344,0.0,0.0,0.46400028753422473,0.42775958140568454,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.19958306721149308,0.24314940672926505,0.38715776071420765,0.0,0.0,0.6859579869962061,0.19551960026834028,0.36049711439552956,0.3353049210911424,0.0
0.8980541253119038,0.0,0.0,0.0,0.0,0.0,0.4398849713394076,0.0,0.0,0.0
0.8725026811013713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48860932397051,0.0
0.32394961030103187,0.3946635185809821,0.0,0.0,0.0,0.0,0.31735406814859785,0.5851343070067484,0.5442440585622925,0.0
0.6672387906545034,0.10161102239354464,0.0,0.0,0.1201690164157032,0.0,0.40853372312283887,0.6026003658637525,0.0,0.0
0.3423583374085106,0.0,0.6641178990022324,0.0,0.0,0.5883350708085178,0.0,0.30919254436107796,0.0,0.0
0.8302788939145684,0.06743451846751732,0.0,0.0,0.0,0.19024207035611582,0.10844994665964858,0.29993841620094897,0.27897817474931935,0.30057317291401336
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.351800623245198,0.0,0.0,0.19205380101962707,0.1689571428277351,0.20152047525618796,0.45951738753579086,0.6354402269409535,0.39402300627720127,0.0
0.3994320443233079,0.0,0.0,0.0,0.0,0.13728298943088776,0.0,0.8657694345767694,0.26842263118679627,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.46358967217385105,0.0,0.0,0.0,0.0,0.5591677270236142,0.6873253006466341,0.0,0.0
0.0,0.0,0.0,0.0,0.8473022727165925,0.0,0.0,0.5311109664178446,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.26172766035074035,0.9651417677249946,0.0,0.0
0.08084587374668101,0.29548037084504564,0.7841373489260148,0.0,0.0,0.13893180816150225,0.07919986970410446,0.4380838204913431,0.27164648480373993,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.17253851372430618,0.14753670869258265,0.8614179822072304,0.0,0.45433736452111345
0.3191227971530858,0.0,0.0,0.0,0.22989474345217586,0.0,0.3126255278448438,0.8646238064094588,0.0,0.0
0.7379157719060698,0.06915330839125197,0.3303307260693442,0.0,0.0,0.48772753403228547,0.0,0.30758333069315297,0.09536294957584766,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4570247073672305,0.2783935731862499,0.0,0.0,0.32923870932697247,0.3926933189439211,0.6715796786696323,0.0,0.0,0.0
0.7421396706608696,0.0,0.0,0.0,0.0,0.0,0.0,0.6702452605064628,0.0,0.0
0.6002644665237451,0.0,0.0,0.0,0.0,0.0,0.5880432152375136,0.5421141459527608,0.0,0.0
0.6290534986076923,0.0,0.1525323185560601,0.064389515397528,0.33987565438031586,0.4729437258140797,0.0,0.46159283212550034,0.06605167483009962,0.1423291373800642
0.0,0.5880313298400375,0.0,0.0,0.0,0.4147293558450887,0.4728436400570781,0.5085642620008285,0.0,0.0
0.259863574635694,0.12663534013385783,0.0,0.2553549116284144,0.07488185783829146,0.08931393681902194,0.30548737193160286,0.844881913995882,0.1746311179702442,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.8756818319778336,0.0,0.0,0.0,0.48288852662280674,0.0,0.0
0.3701643126715656,0.0,0.0,0.0,0.533329680335924,0.0,0.36262784943802945,0.6686096592998925,0.0,0.0
0.0,0.0,0.0,0.964027361725375,0.0,0.0,0.0,0.26580302075938333,0.0,0.0
0.2972965981711022,0.3621925069992586,0.0,0.7303461697146072,0.0,0.0,0.29124370542895434,0.40274420792942117,0.0,0.0
0.0,0.21483575570599306,0.342074986812896,0.2888049278868457,0.0,0.0,0.17275222524294553,0.477778278648409,0.29626017633989926,0.6383858614786918
0.0,0.7793028138603355,0.0,0.0,0.0,0.0,0.6266475279687644,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4456594349782306,0.0,0.0,0.5270536079274243,0.6286333432100858,0.35836054775892895,0.0,0.0,0.0
0.15123611597077702,0.5527468695833606,0.0,0.0,0.0,0.0,0.0,0.8195111563559517,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2371782063084098,0.14447553331738788,0.0,0.0,0.34172439811977795,0.20379269548238363,0.8132225873763472,0.3213025289405625,0.0,0.0
0.0,0.8773841451170655,0.0,0.0,0.0,0.0,0.3527580010221369,0.3252058649718083,0.0,0.0
0.14677314148673626,0.2682176607583118,0.0,0.0,0.4229390567992127,0.7566789864943505,0.28756974581621914,0.19883185000108172,0.1232914127238024,0.13283509058994897
0.0,0.343485593743023,0.0,0.0,0.0,0.0,0.6905030829598806,0.63657139372886,0.0,0.0
0.2292293242785782,0.0,0.0,0.3754202817501337,0.6605434292612998,0.3939254167188669,0.0,0.20702284790947906,0.0,0.4149219366428759
0.7178216876440284,0.0,0.696226992257467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.444654747915032,0.27085849432387354,0.0,0.18205830696962455,0.0,0.38206457096994706,0.21780083797800323,0.6023685617419322,0.37351596817694843,0.0
0.5386818013894286,0.32813445111777695,0.0,0.0,0.0,0.0,0.2638571797473245,0.7297459061462858,0.0,0.0
0.0,0.37182472774791364,0.0,0.0,0.4397339064205898,0.5244844007482276,0.2989890994062894,0.5512731584135641,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.34505571684237124,0.42037680856892057,0.0,0.0,0.4971534231202544,0.0,0.676060918092164,0.0,0.0,0.0
0.2190116469018204,0.0,0.0,0.7173725651829784,0.6311003391384716,0.0,0.0,0.1977950029284156,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8147797050299111,0.16543922008768824,0.0,0.0,0.0,0.0,0.0,0.12264138796740959,0.22814196992324332,0.4916037309104945
0.6957603980451723,0.339054270232518,0.2699317546967561,0.0,0.0,0.0,0.27263794831688964,0.0,0.0,0.5037509973121693
0.4641423560711803,0.0,0.0,0.7601490543882267,0.0,0.0,0.4546925207361329,0.0,0.0,0.0
0.7257815574022698,0.12631572232986193,0.0,0.0,0.0,0.0,0.0,0.37455533217405534,0.0,0.5630219998961
0.8781825325917885,0.26746953634777165,0.0,0.0,0.0,0.0,0.0,0.39655451904697864,0.0,0.0
0.0,0.0,0.0,0.37748532805501556,0.33208841558437985,0.0,0.22579749900810966,0.0,0.0,0.8344085335011477
0.2575695121459125,0.0,0.24982088146032852,0.0,0.09277600573217788,0.4426273895169166,0.12616272702812795,0.6396983841139119,0.43272370823949285,0.23310988054448065
0.48795279863378527,0.0,0.0,0.11416351458796135,0.0,0.0,0.4780181879738229,0.5036372740902766,0.3513316397772512,0.378527337515994
0.0,0.0,0.0,0.6016132101177216,0.0,0.6312677977715953,0.35986235257075716,0.33175533169896515,0.0,0.0
0.6499598907807125,0.39591876217054023,0.0,0.2661179215302343,0.23411420882218742,0.0,0.3183634258442268,0.4402465130928219,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7241875414154111,0.0,0.0,0.0,0.34780114014667274,0.0,0.0,0.4360214898805387,0.4055515160047266,0.0
0.8395493068862663,0.0,0.0,0.0,0.0,0.48091550766470376,0.0,0.2527394622815956,0.0,0.0
0.0,0.0,0.47230998402936586,0.0,0.0,0.0,0.0,0.0,0.0,0.8814325152762292
0.35795703801422735,0.0,0.0,0.0,0.5157415399671695,0.6151410855089416,0.35066911218283225,0.32328012863174616,0.0,0.0
0.8699667089236933,0.0,0.0,0.0,0.41781361311730264,0.0,0.0,0.2618963727475867,0.0,0.0
0.0,0.41763028397721125,0.6649771748408513,0.0,0.0,0.0,0.0,0.6191851926893874,0.0,0.0
0.2879151508902394,0.0,0.27925361267305776,0.0,0.20741288413235529,0.24738784217738058,0.0,0.7800705430839363,0.2418525987675492,0.2605737995611408
0.0,0.0,0.0,0.0,0.0,0.6073889930369961,0.346249931853742,0.31920610803625576,0.0,0.6397632815511758
0.6953820784432581,0.14119579563703655,0.0,0.0,0.0,0.0,0.22707475123114065,0.1046695477826273,0.19471009924030963,0.6293463534878734
0.12523056421541226,0.0,0.0,0.20509633245850745,0.3608623224603126,0.4304117926425803,0.0,0.7916924107133456,0.0,0.0
